material a,material b,"p(a,b)",p(a),p(b),PMI
ªàµæ,¨F©Ôªo,0.00204499,0.057259714,0.014314928,0.91424783
¤û¦×,ªàµæ,0.00408998,0.020449898,0.057259714,1.250720067
¤û¦×,­»Û£,0.00204499,0.020449898,0.149284254,0.400682045
¤û¦×,°ª´ö,0.00204499,0.020449898,0.069529652,0.363416872
¤û¦×,¨F©Ôªo,0.00204499,0.020449898,0.014314928,1.943867247
­»Û£,¤û¦×,0.00204499,0.149284254,0.020449898,0.400682045
­»Û£,¨F©Ôªo,0.00204499,0.149284254,0.014314928,0.044007101
­»Û£,³J¥Õ,0.00204499,0.149284254,0.014314928,0.044007101
¤Ó¥Õ¯»,¨F©Ôªo,0.00408998,0.192229039,0.014314928,0.396304739
°ª´ö,ªàµæ,0.00408998,0.069529652,0.057259714,0.026944635
°ª´ö,¤û¦×,0.00204499,0.069529652,0.020449898,0.363416872
°ª´ö,¨F©Ôªo,0.00204499,0.069529652,0.014314928,0.720091816
­»ªo,¨F©Ôªo,0.00204499,0.298568507,0.014314928,0.737154281
¨F©Ôªo,½µ,0.008179959,0.014314928,0.247443763,0.836956156
¨F©Ôªo,ªàµæ,0.00204499,0.014314928,0.057259714,0.91424783
¨F©Ôªo,¤û¦×,0.00204499,0.014314928,0.020449898,1.943867247
¨F©Ôªo,­»Û£,0.00204499,0.014314928,0.149284254,0.044007101
¨F©Ôªo,¤Ó¥Õ¯»,0.00408998,0.014314928,0.192229039,0.396304739
¨F©Ôªo,°ª´ö,0.00204499,0.014314928,0.069529652,0.720091816
¨F©Ôªo,­»ªo,0.00204499,0.014314928,0.298568507,0.737154281
¨F©Ôªo,³J¥Õ,0.00204499,0.014314928,0.014314928,2.300542191
¨F©Ôªo,Âæªo,0.006134969,0.014314928,0.300613497,0.354632042
³J¥Õ,­»Û£,0.00204499,0.014314928,0.149284254,0.044007101
³J¥Õ,¨F©Ôªo,0.00204499,0.014314928,0.014314928,2.300542191
Âæªo,¨F©Ôªo,0.006134969,0.300613497,0.014314928,0.354632042
­»Û£,³J²G,0.00408998,0.149284254,0.014314928,0.64914008
»[,³J²G,0.00408998,0.139059305,0.014314928,0.720091816
³J²G,­»Û£,0.00408998,0.014314928,0.149284254,0.64914008
³J²G,»[,0.00408998,0.014314928,0.139059305,0.720091816
³J²G,­»ªo,0.008179959,0.014314928,0.298568507,0.64914008
³J²G,¿},0.00408998,0.014314928,0.314928425,0.097353081
³J²G,­J´Ô,0.010224949,0.014314928,0.386503067,0.614143238
³J²G,Âæªo,0.006134969,0.014314928,0.300613497,0.354632042
­»ªo,³J²G,0.008179959,0.298568507,0.014314928,0.64914008
¿},³J²G,0.00408998,0.314928425,0.014314928,0.097353081
­J´Ô,³J²G,0.010224949,0.386503067,0.014314928,0.614143238
Âæªo,³J²G,0.006134969,0.300613497,0.014314928,0.354632042
ªO¨§»G,±öªá¦×,0.00204499,0.008179959,0.014314928,2.860157979
ªO¨§»G,«C½µ,0.00204499,0.008179959,0.169734151,0.387227521
ªO¨§»G,¤j»[,0.00204499,0.008179959,0.300613497,0.184364458
ªO¨§»G,¤T¦â¨§,0.00204499,0.008179959,0.00204499,4.806068128
ªO¨§»G,³Âªo,0.00204499,0.008179959,0.022494888,2.408172856
ªO¨§»G,§Cµ¬ÄÑ¯»,0.00204499,0.008179959,0.00408998,4.112920948
ªO¨§»G,¤û,0.00204499,0.008179959,0.012269939,3.014308659
ªO¨§»G,¶Â­J´Ô,0.00204499,0.008179959,0.022494888,2.408172856
±öªá¦×,ªO¨§»G,0.00204499,0.014314928,0.008179959,2.860157979
±öªá¦×,¤T¦â¨§,0.00204499,0.014314928,0.00204499,4.24645234
±öªá¦×,³Âªo,0.00204499,0.014314928,0.022494888,1.848557068
±öªá¦×,§Cµ¬ÄÑ¯»,0.00204499,0.014314928,0.00408998,3.55330516
±öªá¦×,ÆQ,0.010224949,0.014314928,0.680981595,0.047747763
±öªá¦×,¤û,0.00204499,0.014314928,0.012269939,2.454692871
±öªá¦×,¶Â­J´Ô,0.00204499,0.014314928,0.022494888,1.848557068
«C½µ,ªO¨§»G,0.00204499,0.169734151,0.008179959,0.387227521
«C½µ,¤T¦â¨§,0.00204499,0.169734151,0.00204499,1.773521882
«C½µ,³Âªo,0.00204499,0.169734151,0.022494888,0.624373391
«C½µ,§Cµ¬ÄÑ¯»,0.00204499,0.169734151,0.00408998,1.080374701
«C½µ,¤û,0.006134969,0.169734151,0.012269939,1.080374701
«C½µ,¶Â­J´Ô,0.006134969,0.169734151,0.022494888,0.474238898
»¶´Ô,¤T¦â¨§,0.00204499,0.308793456,0.00204499,1.175082653
»¶´Ô,³Âªo,0.006134969,0.308793456,0.022494888,0.124200331
»¶´Ô,§Cµ¬ÄÑ¯»,0.00204499,0.308793456,0.00408998,0.481935472
»¶´Ô,¤û,0.010224949,0.308793456,0.012269939,0.992761096
¤j»[,ªO¨§»G,0.00204499,0.300613497,0.008179959,0.184364458
¤j»[,¤T¦â¨§,0.00204499,0.300613497,0.00204499,1.201929903
¤j»[,³Âªo,0.006134969,0.300613497,0.022494888,0.097353081
¤j»[,§Cµ¬ÄÑ¯»,0.00204499,0.300613497,0.00408998,0.508782722
¤j»[,¤û,0.010224949,0.300613497,0.012269939,1.019608346
¤j»[,¶Â­J´Ô,0.010224949,0.300613497,0.022494888,0.413472542
¤T¦â¨§,ªO¨§»G,0.00204499,0.00204499,0.008179959,4.806068128
¤T¦â¨§,±öªá¦×,0.00204499,0.00204499,0.014314928,4.24645234
¤T¦â¨§,«C½µ,0.00204499,0.00204499,0.169734151,1.773521882
¤T¦â¨§,»¶´Ô,0.00204499,0.00204499,0.308793456,1.175082653
¤T¦â¨§,¤j»[,0.00204499,0.00204499,0.300613497,1.201929903
¤T¦â¨§,³Âªo,0.00204499,0.00204499,0.022494888,3.794467217
¤T¦â¨§,§Cµ¬ÄÑ¯»,0.00204499,0.00204499,0.00408998,5.499215309
¤T¦â¨§,ÆQ,0.00204499,0.00204499,0.680981595,0.384219999
¤T¦â¨§,¤û,0.00204499,0.00204499,0.012269939,4.40060302
¤T¦â¨§,¶Â­J´Ô,0.00204499,0.00204499,0.022494888,3.794467217
³Âªo,ªO¨§»G,0.00204499,0.022494888,0.008179959,2.408172856
³Âªo,±öªá¦×,0.00204499,0.022494888,0.014314928,1.848557068
³Âªo,«C½µ,0.00204499,0.022494888,0.169734151,0.624373391
³Âªo,»¶´Ô,0.006134969,0.022494888,0.308793456,0.124200331
³Âªo,¤j»[,0.006134969,0.022494888,0.300613497,0.097353081
³Âªo,¤T¦â¨§,0.00204499,0.022494888,0.00204499,3.794467217
³Âªo,§Cµ¬ÄÑ¯»,0.00204499,0.022494888,0.00408998,3.101320036
³Âªo,¤û,0.00204499,0.022494888,0.012269939,2.002707747
³Âªo,¶Â­J´Ô,0.00204499,0.022494888,0.022494888,1.396571944
§Cµ¬ÄÑ¯»,ªO¨§»G,0.00204499,0.00408998,0.008179959,4.112920948
§Cµ¬ÄÑ¯»,±öªá¦×,0.00204499,0.00408998,0.014314928,3.55330516
§Cµ¬ÄÑ¯»,«C½µ,0.00204499,0.00408998,0.169734151,1.080374701
§Cµ¬ÄÑ¯»,»¶´Ô,0.00204499,0.00408998,0.308793456,0.481935472
§Cµ¬ÄÑ¯»,¤j»[,0.00204499,0.00408998,0.300613497,0.508782722
§Cµ¬ÄÑ¯»,¤T¦â¨§,0.00204499,0.00408998,0.00204499,5.499215309
§Cµ¬ÄÑ¯»,³Âªo,0.00204499,0.00408998,0.022494888,3.101320036
§Cµ¬ÄÑ¯»,ÆQ,0.00204499,0.00408998,0.680981595,0.308927181
§Cµ¬ÄÑ¯»,¤û,0.00204499,0.00408998,0.012269939,3.70745584
§Cµ¬ÄÑ¯»,¶Â­J´Ô,0.00204499,0.00408998,0.022494888,3.101320036
ÆQ,±öªá¦×,0.010224949,0.680981595,0.014314928,0.047747763
ÆQ,¤T¦â¨§,0.00204499,0.680981595,0.00204499,0.384219999
ÆQ,§Cµ¬ÄÑ¯»,0.00204499,0.680981595,0.00408998,0.308927181
¤û,ªO¨§»G,0.00204499,0.012269939,0.008179959,3.014308659
¤û,±öªá¦×,0.00204499,0.012269939,0.014314928,2.454692871
¤û,«C½µ,0.006134969,0.012269939,0.169734151,1.080374701
¤û,»¶´Ô,0.010224949,0.012269939,0.308793456,0.992761096
¤û,¤j»[,0.010224949,0.012269939,0.300613497,1.019608346
¤û,¤T¦â¨§,0.00204499,0.012269939,0.00204499,4.40060302
¤û,³Âªo,0.00204499,0.012269939,0.022494888,2.002707747
¤û,§Cµ¬ÄÑ¯»,0.00204499,0.012269939,0.00408998,3.70745584
¤û,¶Â­J´Ô,0.00204499,0.012269939,0.022494888,2.002707747
¶Â­J´Ô,ªO¨§»G,0.00204499,0.022494888,0.008179959,2.408172856
¶Â­J´Ô,±öªá¦×,0.00204499,0.022494888,0.014314928,1.848557068
¶Â­J´Ô,«C½µ,0.006134969,0.022494888,0.169734151,0.474238898
¶Â­J´Ô,¤j»[,0.010224949,0.022494888,0.300613497,0.413472542
¶Â­J´Ô,¤T¦â¨§,0.00204499,0.022494888,0.00204499,3.794467217
¶Â­J´Ô,³Âªo,0.00204499,0.022494888,0.022494888,1.396571944
¶Â­J´Ô,§Cµ¬ÄÑ¯»,0.00204499,0.022494888,0.00408998,3.101320036
¶Â­J´Ô,¤û,0.00204499,0.022494888,0.012269939,2.002707747
¬õÅÚ½³,¾{³½,0.00408998,0.141104294,0.018404908,0.454178588
¬õÅÚ½³,¤p¶À¥Ê,0.00408998,0.141104294,0.020449898,0.348818072
¬õÅÚ½³,²Ó¬â¿},0.010224949,0.141104294,0.085889571,0.169975721
¬õÅÚ½³,¥Õ¾L,0.006134969,0.141104294,0.051124744,0.162007551
»[,¤p¶À¥Ê,0.00408998,0.139059305,0.020449898,0.363416872
¾{³½,¬õÅÚ½³,0.00408998,0.018404908,0.141104294,0.454178588
¾{³½,¤p¶À¥Ê,0.00204499,0.018404908,0.020449898,1.692552819
¾{³½,­»ªo,0.010224949,0.018404908,0.298568507,0.620969203
¾{³½,ªo,0.00204499,0.018404908,0.032719836,1.22254919
¾{³½,²Ó¬â¿},0.00408998,0.018404908,0.085889571,0.950615474
¾{³½,¥Õ¾L,0.00204499,0.018404908,0.051124744,0.776262087
¤p¶À¥Ê,¬õÅÚ½³,0.00408998,0.020449898,0.141104294,0.348818072
¤p¶À¥Ê,»[,0.00408998,0.020449898,0.139059305,0.363416872
¤p¶À¥Ê,¾{³½,0.00204499,0.020449898,0.018404908,1.692552819
¤p¶À¥Ê,²Ó¬â¿},0.00204499,0.020449898,0.085889571,0.152107778
­»ªo,¾{³½,0.010224949,0.298568507,0.018404908,0.620969203
ªo,¾{³½,0.00204499,0.032719836,0.018404908,1.22254919
²Ó¬â¿},¬õÅÚ½³,0.010224949,0.085889571,0.141104294,0.169975721
²Ó¬â¿},¾{³½,0.00408998,0.085889571,0.018404908,0.950615474
²Ó¬â¿},¤p¶À¥Ê,0.00204499,0.085889571,0.020449898,0.152107778
¥Õ¾L,¬õÅÚ½³,0.006134969,0.051124744,0.141104294,0.162007551
¥Õ¾L,¾{³½,0.00204499,0.051124744,0.018404908,0.776262087
»[­],¼ô¤ò¨{,0.00204499,0.038854806,0.00204499,3.24792351
¼ô¤ò¨{,»[­],0.00204499,0.00204499,0.038854806,3.24792351
¼ô¤ò¨{,»¶´Ô,0.00204499,0.00204499,0.308793456,1.175082653
¼ô¤ò¨{,¤j»[,0.00204499,0.00204499,0.300613497,1.201929903
¼ô¤ò¨{,­»ªo,0.00204499,0.00204499,0.298568507,1.208755868
¼ô¤ò¨{,ÆQ,0.00204499,0.00204499,0.680981595,0.384219999
¼ô¤ò¨{,­J´Ô,0.00204499,0.00204499,0.386503067,0.950615474
»¶´Ô,¼ô¤ò¨{,0.00204499,0.308793456,0.00204499,1.175082653
¤j»[,¼ô¤ò¨{,0.00204499,0.300613497,0.00204499,1.201929903
­»ªo,¼ô¤ò¨{,0.00204499,0.298568507,0.00204499,1.208755868
ÆQ,¼ô¤ò¨{,0.00204499,0.680981595,0.00204499,0.384219999
­J´Ô,¼ô¤ò¨{,0.00204499,0.386503067,0.00204499,0.950615474
Æt³½,Á¤,0.00204499,0.00408998,0.392638037,0.241719937
Æt³½,«C½µ,0.00204499,0.00408998,0.169734151,1.080374701
Æt³½,­»ªo,0.00204499,0.00408998,0.298568507,0.515608687
Æt³½,¦Ì°s,0.00204499,0.00408998,0.425357873,0.161677229
Æt³½,²Ó¬â¿},0.00204499,0.00408998,0.085889571,1.761545691
Æt³½,÷®³½,0.00204499,0.00408998,0.00204499,5.499215309
Æt³½,¤ô,0.00408998,0.00408998,0.480572597,0.732776975
Á¤,Æt³½,0.00204499,0.392638037,0.00408998,0.241719937
Á¤,÷®³½,0.00204499,0.392638037,0.00204499,0.934867117
«C½µ,Æt³½,0.00204499,0.169734151,0.00408998,1.080374701
«C½µ,÷®³½,0.00204499,0.169734151,0.00204499,1.773521882
­»ªo,Æt³½,0.00204499,0.298568507,0.00408998,0.515608687
­»ªo,÷®³½,0.00204499,0.298568507,0.00204499,1.208755868
¦Ì°s,Æt³½,0.00204499,0.425357873,0.00408998,0.161677229
¦Ì°s,÷®³½,0.00204499,0.425357873,0.00204499,0.85482441
²Ó¬â¿},Æt³½,0.00204499,0.085889571,0.00408998,1.761545691
²Ó¬â¿},÷®³½,0.00204499,0.085889571,0.00204499,2.454692871
÷®³½,Æt³½,0.00204499,0.00204499,0.00408998,5.499215309
÷®³½,Á¤,0.00204499,0.00204499,0.392638037,0.934867117
÷®³½,«C½µ,0.00204499,0.00204499,0.169734151,1.773521882
÷®³½,­»ªo,0.00204499,0.00204499,0.298568507,1.208755868
÷®³½,¦Ì°s,0.00204499,0.00204499,0.425357873,0.85482441
÷®³½,²Ó¬â¿},0.00204499,0.00204499,0.085889571,2.454692871
÷®³½,¤ô,0.00204499,0.00204499,0.480572597,0.732776975
¤ô,Æt³½,0.00408998,0.480572597,0.00408998,0.732776975
¤ô,÷®³½,0.00204499,0.480572597,0.00204499,0.732776975
¬õ½µÀY,«C´Ô,0.00204499,0.014314928,0.016359918,2.167010799
¬õ½µÀY,ÂE³ßÛ£,0.00204499,0.014314928,0.008179959,2.860157979
¬õ½µÀY,¤G¸`¯Í,0.00204499,0.014314928,0.00204499,4.24645234
¬õ½µÀY,¦ÑÁ¤,0.00204499,0.014314928,0.014314928,2.300542191
¬õ½µÀY,¤gÂû,0.00204499,0.014314928,0.010224949,2.637014428
¬õ½µÀY,­»µæ,0.00204499,0.014314928,0.055214724,0.950615474
¬õ½µÀY,Âû¤ß,0.00204499,0.014314928,0.00408998,3.55330516
¬õ½µÀY,ªàµæ,0.00204499,0.014314928,0.057259714,0.91424783
¬õ½µÀY,°s,0.00204499,0.014314928,0.020449898,1.943867247
¬õ½µÀY,Ä®ªo,0.00204499,0.014314928,0.061349693,0.845254959
¬õ½µÀY,ÆQ,0.010224949,0.014314928,0.680981595,0.047747763
¤j»[,«C´Ô,0.00204499,0.300613497,0.016359918,0.877511639
¤j»[,ÂE³ßÛ£,0.00204499,0.300613497,0.008179959,0.184364458
¤j»[,¤G¸`¯Í,0.00204499,0.300613497,0.00204499,1.201929903
¤j»[,¦ÑÁ¤,0.00408998,0.300613497,0.014314928,0.050833066
¤j»[,¤gÂû,0.00204499,0.300613497,0.010224949,0.40750801
¤j»[,Âû¤ß,0.00408998,0.300613497,0.00408998,1.201929903
¤j»[,°s,0.00408998,0.300613497,0.020449898,0.40750801
«C´Ô,¬õ½µÀY,0.00204499,0.016359918,0.014314928,2.167010799
«C´Ô,¤j»[,0.00204499,0.016359918,0.300613497,0.877511639
«C´Ô,ÂE³ßÛ£,0.00204499,0.016359918,0.008179959,2.726626587
«C´Ô,¤G¸`¯Í,0.00204499,0.016359918,0.00204499,4.112920948
«C´Ô,¦ÑÁ¤,0.00204499,0.016359918,0.014314928,2.167010799
«C´Ô,¤gÂû,0.00204499,0.016359918,0.010224949,2.503483035
«C´Ô,­»µæ,0.00204499,0.016359918,0.055214724,0.817084082
«C´Ô,Âû¤ß,0.00204499,0.016359918,0.00408998,3.419773767
«C´Ô,ªàµæ,0.00204499,0.016359918,0.057259714,0.780716438
«C´Ô,°s,0.00408998,0.016359918,0.020449898,2.503483035
«C´Ô,Ä®ªo,0.00204499,0.016359918,0.061349693,0.711723566
«C´Ô,Âû¯»,0.00204499,0.016359918,0.208588957,0.512051865
«C´Ô,¿},0.006134969,0.016359918,0.314928425,0.174580634
ÂE³ßÛ£,¬õ½µÀY,0.00204499,0.008179959,0.014314928,2.860157979
ÂE³ßÛ£,¤j»[,0.00204499,0.008179959,0.300613497,0.184364458
ÂE³ßÛ£,«C´Ô,0.00204499,0.008179959,0.016359918,2.726626587
ÂE³ßÛ£,¤G¸`¯Í,0.00204499,0.008179959,0.00204499,4.806068128
ÂE³ßÛ£,¦ÑÁ¤,0.00204499,0.008179959,0.014314928,2.860157979
ÂE³ßÛ£,¤gÂû,0.00204499,0.008179959,0.010224949,3.196630216
ÂE³ßÛ£,­»µæ,0.00204499,0.008179959,0.055214724,1.510231262
ÂE³ßÛ£,Âû¤ß,0.00204499,0.008179959,0.00408998,4.112920948
ÂE³ßÛ£,°s,0.00204499,0.008179959,0.020449898,2.503483035
ÂE³ßÛ£,Âû¯»,0.00204499,0.008179959,0.208588957,0.181095315
ÂE³ßÛ£,ÆQ,0.00408998,0.008179959,0.680981595,0.308927181
¤G¸`¯Í,¬õ½µÀY,0.00204499,0.00204499,0.014314928,4.24645234
¤G¸`¯Í,¤j»[,0.00204499,0.00204499,0.300613497,1.201929903
¤G¸`¯Í,«C´Ô,0.00204499,0.00204499,0.016359918,4.112920948
¤G¸`¯Í,ÂE³ßÛ£,0.00204499,0.00204499,0.008179959,4.806068128
¤G¸`¯Í,¦ÑÁ¤,0.00204499,0.00204499,0.014314928,4.24645234
¤G¸`¯Í,¤gÂû,0.00204499,0.00204499,0.010224949,4.582924577
¤G¸`¯Í,­»µæ,0.00204499,0.00204499,0.055214724,2.896525623
¤G¸`¯Í,Âû¤ß,0.00204499,0.00204499,0.00408998,5.499215309
¤G¸`¯Í,ªàµæ,0.00204499,0.00204499,0.057259714,2.860157979
¤G¸`¯Í,°s,0.00204499,0.00204499,0.020449898,3.889777396
¤G¸`¯Í,Ä®ªo,0.00204499,0.00204499,0.061349693,2.791165108
¤G¸`¯Í,Âû¯»,0.00204499,0.00204499,0.208588957,1.567389676
¤G¸`¯Í,¤ô,0.00204499,0.00204499,0.480572597,0.732776975
¤G¸`¯Í,¿},0.00204499,0.00204499,0.314928425,1.155409887
¤G¸`¯Í,ÆQ,0.00204499,0.00204499,0.680981595,0.384219999
¦ÑÁ¤,¬õ½µÀY,0.00204499,0.014314928,0.014314928,2.300542191
¦ÑÁ¤,¤j»[,0.00408998,0.014314928,0.300613497,0.050833066
¦ÑÁ¤,«C´Ô,0.00204499,0.014314928,0.016359918,2.167010799
¦ÑÁ¤,ÂE³ßÛ£,0.00204499,0.014314928,0.008179959,2.860157979
¦ÑÁ¤,¤G¸`¯Í,0.00204499,0.014314928,0.00204499,4.24645234
¦ÑÁ¤,¤gÂû,0.00204499,0.014314928,0.010224949,2.637014428
¦ÑÁ¤,­»µæ,0.00204499,0.014314928,0.055214724,0.950615474
¦ÑÁ¤,Âû¤ß,0.00204499,0.014314928,0.00408998,3.55330516
¦ÑÁ¤,ªàµæ,0.00204499,0.014314928,0.057259714,0.91424783
¦ÑÁ¤,°s,0.00408998,0.014314928,0.020449898,2.637014428
¦ÑÁ¤,Ä®ªo,0.00204499,0.014314928,0.061349693,0.845254959
¦ÑÁ¤,Âû¯»,0.00204499,0.014314928,0.208588957,0.378520473
¤gÂû,¬õ½µÀY,0.00204499,0.010224949,0.014314928,2.637014428
¤gÂû,¤j»[,0.00204499,0.010224949,0.300613497,0.40750801
¤gÂû,«C´Ô,0.00204499,0.010224949,0.016359918,2.503483035
¤gÂû,ÂE³ßÛ£,0.00204499,0.010224949,0.008179959,3.196630216
¤gÂû,¤G¸`¯Í,0.00204499,0.010224949,0.00204499,4.582924577
¤gÂû,¦ÑÁ¤,0.00204499,0.010224949,0.014314928,2.637014428
¤gÂû,­»µæ,0.00204499,0.010224949,0.055214724,1.287087711
¤gÂû,Âû¤ß,0.00204499,0.010224949,0.00408998,3.889777396
¤gÂû,ªàµæ,0.00204499,0.010224949,0.057259714,1.250720067
¤gÂû,°s,0.00204499,0.010224949,0.020449898,2.280339484
¤gÂû,Ä®ªo,0.00204499,0.010224949,0.061349693,1.181727195
¤gÂû,Âû¯»,0.00204499,0.010224949,0.208588957,0.042048236
¤gÂû,¿},0.00204499,0.010224949,0.314928425,0.454028025
­»µæ,¬õ½µÀY,0.00204499,0.055214724,0.014314928,0.950615474
­»µæ,«C´Ô,0.00204499,0.055214724,0.016359918,0.817084082
­»µæ,ÂE³ßÛ£,0.00204499,0.055214724,0.008179959,1.510231262
­»µæ,¤G¸`¯Í,0.00204499,0.055214724,0.00204499,2.896525623
­»µæ,¦ÑÁ¤,0.00204499,0.055214724,0.014314928,0.950615474
­»µæ,¤gÂû,0.00204499,0.055214724,0.010224949,1.287087711
­»µæ,Âû¤ß,0.00204499,0.055214724,0.00408998,2.203378443
­»µæ,°s,0.00204499,0.055214724,0.020449898,0.59394053
Âû¤ß,¬õ½µÀY,0.00204499,0.00408998,0.014314928,3.55330516
Âû¤ß,¤j»[,0.00408998,0.00408998,0.300613497,1.201929903
Âû¤ß,«C´Ô,0.00204499,0.00408998,0.016359918,3.419773767
Âû¤ß,ÂE³ßÛ£,0.00204499,0.00408998,0.008179959,4.112920948
Âû¤ß,¤G¸`¯Í,0.00204499,0.00408998,0.00204499,5.499215309
Âû¤ß,¦ÑÁ¤,0.00204499,0.00408998,0.014314928,3.55330516
Âû¤ß,¤gÂû,0.00204499,0.00408998,0.010224949,3.889777396
Âû¤ß,­»µæ,0.00204499,0.00408998,0.055214724,2.203378443
Âû¤ß,ªàµæ,0.00204499,0.00408998,0.057259714,2.167010799
Âû¤ß,°s,0.00204499,0.00408998,0.020449898,3.196630216
Âû¤ß,Ä®ªo,0.00204499,0.00408998,0.061349693,2.098017927
Âû¤ß,Âû¯»,0.00408998,0.00408998,0.208588957,1.567389676
Âû¤ß,¤ô,0.00204499,0.00408998,0.480572597,0.039629795
Âû¤ß,¿},0.00204499,0.00408998,0.314928425,0.462262707
Âû¤ß,ÆQ,0.00408998,0.00408998,0.680981595,0.384219999
ªàµæ,¬õ½µÀY,0.00204499,0.057259714,0.014314928,0.91424783
ªàµæ,«C´Ô,0.00204499,0.057259714,0.016359918,0.780716438
ªàµæ,¤G¸`¯Í,0.00204499,0.057259714,0.00204499,2.860157979
ªàµæ,¦ÑÁ¤,0.00204499,0.057259714,0.014314928,0.91424783
ªàµæ,¤gÂû,0.00204499,0.057259714,0.010224949,1.250720067
ªàµæ,Âû¤ß,0.00204499,0.057259714,0.00408998,2.167010799
ªàµæ,°s,0.00204499,0.057259714,0.020449898,0.557572886
°s,¬õ½µÀY,0.00204499,0.020449898,0.014314928,1.943867247
°s,¤j»[,0.00408998,0.020449898,0.300613497,0.40750801
°s,«C´Ô,0.00408998,0.020449898,0.016359918,2.503483035
°s,ÂE³ßÛ£,0.00204499,0.020449898,0.008179959,2.503483035
°s,¤G¸`¯Í,0.00204499,0.020449898,0.00204499,3.889777396
°s,¦ÑÁ¤,0.00408998,0.020449898,0.014314928,2.637014428
°s,¤gÂû,0.00204499,0.020449898,0.010224949,2.280339484
°s,­»µæ,0.00204499,0.020449898,0.055214724,0.59394053
°s,Âû¤ß,0.00204499,0.020449898,0.00408998,3.196630216
°s,ªàµæ,0.00204499,0.020449898,0.057259714,0.557572886
°s,Ä®ªo,0.00204499,0.020449898,0.061349693,0.488580015
Ä®ªo,¬õ½µÀY,0.00204499,0.061349693,0.014314928,0.845254959
Ä®ªo,«C´Ô,0.00204499,0.061349693,0.016359918,0.711723566
Ä®ªo,¤G¸`¯Í,0.00204499,0.061349693,0.00204499,2.791165108
Ä®ªo,¦ÑÁ¤,0.00204499,0.061349693,0.014314928,0.845254959
Ä®ªo,¤gÂû,0.00204499,0.061349693,0.010224949,1.181727195
Ä®ªo,Âû¤ß,0.00204499,0.061349693,0.00408998,2.098017927
Ä®ªo,°s,0.00204499,0.061349693,0.020449898,0.488580015
Âû¯»,«C´Ô,0.00204499,0.208588957,0.016359918,0.512051865
Âû¯»,ÂE³ßÛ£,0.00204499,0.208588957,0.008179959,0.181095315
Âû¯»,¤G¸`¯Í,0.00204499,0.208588957,0.00204499,1.567389676
Âû¯»,¦ÑÁ¤,0.00204499,0.208588957,0.014314928,0.378520473
Âû¯»,¤gÂû,0.00204499,0.208588957,0.010224949,0.042048236
Âû¯»,Âû¤ß,0.00408998,0.208588957,0.00408998,1.567389676
¤ô,¤G¸`¯Í,0.00204499,0.480572597,0.00204499,0.732776975
¤ô,Âû¤ß,0.00204499,0.480572597,0.00408998,0.039629795
¿},«C´Ô,0.006134969,0.314928425,0.016359918,0.174580634
¿},¤G¸`¯Í,0.00204499,0.314928425,0.00204499,1.155409887
¿},¤gÂû,0.00204499,0.314928425,0.010224949,0.454028025
¿},Âû¤ß,0.00204499,0.314928425,0.00408998,0.462262707
ÆQ,¬õ½µÀY,0.010224949,0.680981595,0.014314928,0.047747763
ÆQ,ÂE³ßÛ£,0.00408998,0.680981595,0.008179959,0.308927181
ÆQ,¤G¸`¯Í,0.00204499,0.680981595,0.00204499,0.384219999
ÆQ,Âû¤ß,0.00408998,0.680981595,0.00408998,0.384219999
¦Ì°s,ªá¥Íªo,0.00204499,0.425357873,0.006134969,0.243787879
¦Ì°s,¶Â¿},0.00204499,0.425357873,0.006134969,0.243787879
¦Ì°s,¤G¬â¿},0.00408998,0.425357873,0.006134969,0.449359302
¶êÄz¦Ì,ªá¥Íªo,0.00204499,0.006134969,0.006134969,3.995137912
¶êÄz¦Ì,¶Â¿},0.00204499,0.006134969,0.006134969,3.995137912
¶êÄz¦Ì,¤G¬â¿},0.00204499,0.006134969,0.006134969,3.995137912
¤ô,ªá¥Íªo,0.00204499,0.480572597,0.006134969,0.365835313
¤ô,¶Â¿},0.006134969,0.480572597,0.006134969,0.732776975
¤ô,¤G¬â¿},0.006134969,0.480572597,0.006134969,0.732776975
ªá¥Íªo,¦Ì°s,0.00204499,0.006134969,0.425357873,0.243787879
ªá¥Íªo,¶êÄz¦Ì,0.00204499,0.006134969,0.006134969,3.995137912
ªá¥Íªo,¤ô,0.00204499,0.006134969,0.480572597,0.365835313
ªá¥Íªo,®Û¶ê,0.00204499,0.006134969,0.00408998,4.40060302
ªá¥Íªo,¶Â¿},0.00204499,0.006134969,0.006134969,3.995137912
ªá¥Íªo,¤G¬â¿},0.00204499,0.006134969,0.006134969,3.995137912
®Û¶ê,ªá¥Íªo,0.00204499,0.00408998,0.006134969,4.40060302
®Û¶ê,¶Â¿},0.00204499,0.00408998,0.006134969,4.40060302
®Û¶ê,¤G¬â¿},0.00204499,0.00408998,0.006134969,4.40060302
¶Â¿},¦Ì°s,0.00204499,0.006134969,0.425357873,0.243787879
¶Â¿},¶êÄz¦Ì,0.00204499,0.006134969,0.006134969,3.995137912
¶Â¿},¤ô,0.006134969,0.006134969,0.480572597,0.732776975
¶Â¿},ªá¥Íªo,0.00204499,0.006134969,0.006134969,3.995137912
¶Â¿},®Û¶ê,0.00204499,0.006134969,0.00408998,4.40060302
¶Â¿},¤G¬â¿},0.00408998,0.006134969,0.006134969,4.688285093
¤G¬â¿},¦Ì°s,0.00408998,0.006134969,0.425357873,0.449359302
